2025-10-16 18:35:57 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Volumen: 515,698
2025-10-17 18:02:14 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Precio: $1978.8218
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Volumen: 568,680
2025-10-17 18:02:14 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Precio: $2001.8019
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Volumen: 2,210,194
2025-10-17 18:02:14 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Precio: $1910.0436
2025-10-17 18:02:14 | INFO | sicar.breakouts |    Volumen: 2,531,735
2025-10-17 18:02:34 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:02:34 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:02:34 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:02:34 | INFO | sicar.breakouts |    Precio: $2009.0374
2025-10-17 18:02:34 | INFO | sicar.breakouts |    Volumen: 2,917,872
2025-10-17 18:02:34 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:02:34 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:02:34 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:02:34 | INFO | sicar.breakouts |    Precio: $1915.6262
2025-10-17 18:02:34 | INFO | sicar.breakouts |    Volumen: 1,416,779
2025-10-17 18:02:44 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:02:44 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:02:44 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:02:44 | INFO | sicar.breakouts |    Precio: $1985.4454
2025-10-17 18:02:44 | INFO | sicar.breakouts |    Volumen: 2,283,459
2025-10-17 18:02:54 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:02:54 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:02:54 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:02:54 | INFO | sicar.breakouts |    Precio: $2000.0386
2025-10-17 18:02:54 | INFO | sicar.breakouts |    Volumen: 573,710
2025-10-17 18:02:54 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:02:54 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:02:54 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:02:54 | INFO | sicar.breakouts |    Precio: $1914.5125
2025-10-17 18:02:54 | INFO | sicar.breakouts |    Volumen: 2,046,040
2025-10-17 18:03:15 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Precio: $1982.9887
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Volumen: 2,297,290
2025-10-17 18:03:15 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Precio: $1995.0856
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Volumen: 2,107,281
2025-10-17 18:03:15 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Precio: $1907.6788
2025-10-17 18:03:15 | INFO | sicar.breakouts |    Volumen: 1,777,008
2025-10-17 18:03:35 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:03:35 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:03:35 | INFO | sicar.breakouts |    Confianza: 7564.83%
2025-10-17 18:03:35 | INFO | sicar.breakouts |    Precio: $1991.5808
2025-10-17 18:03:35 | INFO | sicar.breakouts |    Volumen: 1,822,006
2025-10-17 18:03:35 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:03:35 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:03:35 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:03:35 | INFO | sicar.breakouts |    Precio: $1909.8799
2025-10-17 18:03:35 | INFO | sicar.breakouts |    Volumen: 2,148,685
2025-10-17 18:03:45 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:03:45 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:03:45 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:03:45 | INFO | sicar.breakouts |    Precio: $1975.5116
2025-10-17 18:03:45 | INFO | sicar.breakouts |    Volumen: 2,778,788
2025-10-17 18:03:55 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:03:55 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:03:55 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:03:55 | INFO | sicar.breakouts |    Precio: $1999.1357
2025-10-17 18:03:55 | INFO | sicar.breakouts |    Volumen: 1,775,373
2025-10-17 18:03:55 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:03:55 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:03:55 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:03:55 | INFO | sicar.breakouts |    Precio: $1913.4058
2025-10-17 18:03:55 | INFO | sicar.breakouts |    Volumen: 620,672
2025-10-17 18:04:06 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:04:06 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:04:06 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:04:06 | INFO | sicar.breakouts |    Precio: $1971.3798
2025-10-17 18:04:06 | INFO | sicar.breakouts |    Volumen: 2,462,480
2025-10-17 18:04:16 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:04:16 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:04:16 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:04:16 | INFO | sicar.breakouts |    Precio: $1991.4451
2025-10-17 18:04:16 | INFO | sicar.breakouts |    Volumen: 1,922,591
2025-10-17 18:04:26 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:04:26 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:04:26 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:04:26 | INFO | sicar.breakouts |    Precio: $1980.8952
2025-10-17 18:04:26 | INFO | sicar.breakouts |    Volumen: 1,155,549
2025-10-17 18:04:26 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:04:26 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:04:26 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:04:26 | INFO | sicar.breakouts |    Precio: $1919.7872
2025-10-17 18:04:26 | INFO | sicar.breakouts |    Volumen: 2,054,765
2025-10-17 18:04:36 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:04:36 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:04:36 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:04:36 | INFO | sicar.breakouts |    Precio: $1998.1273
2025-10-17 18:04:36 | INFO | sicar.breakouts |    Volumen: 641,935
2025-10-17 18:04:46 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:04:46 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:04:46 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:04:46 | INFO | sicar.breakouts |    Precio: $1922.1389
2025-10-17 18:04:46 | INFO | sicar.breakouts |    Volumen: 2,513,364
2025-10-17 18:04:57 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:04:57 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:04:57 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:04:57 | INFO | sicar.breakouts |    Precio: $1985.8400
2025-10-17 18:04:57 | INFO | sicar.breakouts |    Volumen: 2,219,058
2025-10-17 18:05:07 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:05:07 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:05:07 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:05:07 | INFO | sicar.breakouts |    Precio: $2007.1275
2025-10-17 18:05:07 | INFO | sicar.breakouts |    Volumen: 964,593
2025-10-17 18:05:17 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:05:17 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:05:17 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:05:17 | INFO | sicar.breakouts |    Precio: $1983.8132
2025-10-17 18:05:17 | INFO | sicar.breakouts |    Volumen: 739,630
2025-10-17 18:05:27 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:05:27 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:05:27 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:05:27 | INFO | sicar.breakouts |    Precio: $1998.9980
2025-10-17 18:05:27 | INFO | sicar.breakouts |    Volumen: 1,264,631
2025-10-17 18:05:37 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:05:37 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:05:37 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:05:37 | INFO | sicar.breakouts |    Precio: $1988.6142
2025-10-17 18:05:37 | INFO | sicar.breakouts |    Volumen: 744,362
2025-10-17 18:05:37 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:05:37 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:05:37 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:05:37 | INFO | sicar.breakouts |    Precio: $1930.7233
2025-10-17 18:05:37 | INFO | sicar.breakouts |    Volumen: 2,261,781
2025-10-17 18:05:47 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:05:47 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:05:47 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:05:47 | INFO | sicar.breakouts |    Precio: $1997.9885
2025-10-17 18:05:47 | INFO | sicar.breakouts |    Volumen: 685,304
2025-10-17 18:05:57 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:05:57 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:05:57 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:05:57 | INFO | sicar.breakouts |    Precio: $1992.0557
2025-10-17 18:05:57 | INFO | sicar.breakouts |    Volumen: 2,958,612
2025-10-17 18:05:57 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:05:57 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:05:57 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:05:57 | INFO | sicar.breakouts |    Precio: $1932.1651
2025-10-17 18:05:57 | INFO | sicar.breakouts |    Volumen: 750,458
2025-10-17 18:29:09 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:29:09 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:29:09 | INFO | sicar.breakouts |    Confianza: 51.20%
2025-10-17 18:29:09 | INFO | sicar.breakouts |    Precio: $2035.7879
2025-10-17 18:29:09 | INFO | sicar.breakouts |    Volumen: 2,785,193
2025-10-17 18:44:40 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:44:40 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:44:40 | INFO | sicar.breakouts |    Confianza: 72.10%
2025-10-17 18:44:40 | INFO | sicar.breakouts |    Precio: $1980.8847
2025-10-17 18:44:40 | INFO | sicar.breakouts |    Volumen: 2,353,051
2025-10-17 18:45:10 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:45:10 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:45:10 | INFO | sicar.breakouts |    Confianza: 52.35%
2025-10-17 18:45:10 | INFO | sicar.breakouts |    Precio: $1989.5945
2025-10-17 18:45:10 | INFO | sicar.breakouts |    Volumen: 1,595,180
2025-10-17 18:56:35 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:56:35 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:56:35 | INFO | sicar.breakouts |    Confianza: 61.37%
2025-10-17 18:56:35 | INFO | sicar.breakouts |    Precio: $1987.9846
2025-10-17 18:56:35 | INFO | sicar.breakouts |    Volumen: 2,424,130
2025-10-17 19:08:36 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 19:08:36 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 19:08:36 | INFO | sicar.breakouts |    Confianza: 54.07%
2025-10-17 19:08:36 | INFO | sicar.breakouts |    Precio: $1993.3079
2025-10-17 19:08:36 | INFO | sicar.breakouts |    Volumen: 2,630,040
2025-10-17 19:56:28 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 19:56:28 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 19:56:28 | INFO | sicar.breakouts |    Confianza: 51.22%
2025-10-17 19:56:28 | INFO | sicar.breakouts |    Precio: $1960.7146
2025-10-17 19:56:28 | INFO | sicar.breakouts |    Volumen: 2,788,042
2025-10-17 20:04:28 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 20:04:28 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 20:04:28 | INFO | sicar.breakouts |    Confianza: 54.49%
2025-10-17 20:04:28 | INFO | sicar.breakouts |    Precio: $2026.5336
2025-10-17 20:04:28 | INFO | sicar.breakouts |    Volumen: 2,204,987
2025-10-17 20:05:28 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 20:05:28 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 20:05:28 | INFO | sicar.breakouts |    Confianza: 54.49%
2025-10-17 20:05:28 | INFO | sicar.breakouts |    Precio: $1984.4267
2025-10-17 20:05:28 | INFO | sicar.breakouts |    Volumen: 2,070,646
2025-10-17 20:32:00 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 20:32:00 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 20:32:00 | INFO | sicar.breakouts |    Confianza: 58.14%
2025-10-17 20:32:00 | INFO | sicar.breakouts |    Precio: $1921.6901
2025-10-17 20:32:00 | INFO | sicar.breakouts |    Volumen: 2,672,627
2025-10-17 20:32:00 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 20:32:00 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 20:32:00 | INFO | sicar.breakouts |    Confianza: 58.55%
2025-10-17 20:32:00 | INFO | sicar.breakouts |    Precio: $2034.4665
2025-10-17 20:32:00 | INFO | sicar.breakouts |    Volumen: 2,352,454
2025-10-17 21:09:05 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 21:09:05 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 21:09:05 | INFO | sicar.breakouts |    Confianza: 63.23%
2025-10-17 21:09:05 | INFO | sicar.breakouts |    Precio: $2023.5392
2025-10-17 21:09:05 | INFO | sicar.breakouts |    Volumen: 2,894,800
2025-10-17 21:52:49 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 21:52:49 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 21:52:49 | INFO | sicar.breakouts |    Confianza: 55.06%
2025-10-17 21:52:49 | INFO | sicar.breakouts |    Precio: $1990.6608
2025-10-17 21:52:49 | INFO | sicar.breakouts |    Volumen: 2,895,033
2025-10-17 21:53:19 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 21:53:19 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 21:53:19 | INFO | sicar.breakouts |    Confianza: 55.66%
2025-10-17 21:53:19 | INFO | sicar.breakouts |    Precio: $1983.1434
2025-10-17 21:53:19 | INFO | sicar.breakouts |    Volumen: 2,826,591
2025-10-17 22:29:21 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 22:29:21 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 22:29:21 | INFO | sicar.breakouts |    Confianza: 61.73%
2025-10-17 22:29:21 | INFO | sicar.breakouts |    Precio: $1931.6157
2025-10-17 22:29:21 | INFO | sicar.breakouts |    Volumen: 2,958,500
2025-10-17 22:39:22 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 22:39:22 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 22:39:22 | INFO | sicar.breakouts |    Confianza: 68.99%
2025-10-17 22:39:22 | INFO | sicar.breakouts |    Precio: $1921.0616
2025-10-17 22:39:22 | INFO | sicar.breakouts |    Volumen: 2,832,758
2025-10-17 22:49:52 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 22:49:52 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 22:49:52 | INFO | sicar.breakouts |    Confianza: 56.28%
2025-10-17 22:49:52 | INFO | sicar.breakouts |    Precio: $2000.1575
2025-10-17 22:49:52 | INFO | sicar.breakouts |    Volumen: 2,500,492
2025-10-17 23:21:02 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 23:21:02 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 23:21:02 | INFO | sicar.breakouts |    Confianza: 55.55%
2025-10-17 23:21:02 | INFO | sicar.breakouts |    Precio: $2012.2037
2025-10-17 23:21:02 | INFO | sicar.breakouts |    Volumen: 2,963,656
2025-10-17 23:59:34 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 23:59:34 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 23:59:34 | INFO | sicar.breakouts |    Confianza: 62.32%
2025-10-17 23:59:34 | INFO | sicar.breakouts |    Precio: $2011.2186
2025-10-17 23:59:34 | INFO | sicar.breakouts |    Volumen: 2,958,996
2025-10-18 00:01:05 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-18 00:01:05 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 00:01:05 | INFO | sicar.breakouts |    Confianza: 55.90%
2025-10-18 00:01:05 | INFO | sicar.breakouts |    Precio: $2075.8611
2025-10-18 00:01:05 | INFO | sicar.breakouts |    Volumen: 2,822,411
2025-10-18 00:21:06 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-18 00:21:06 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 00:21:06 | INFO | sicar.breakouts |    Confianza: 59.16%
2025-10-18 00:21:06 | INFO | sicar.breakouts |    Precio: $1989.1599
2025-10-18 00:21:06 | INFO | sicar.breakouts |    Volumen: 2,515,346
2025-10-18 00:37:22 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-18 00:37:22 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 00:37:22 | INFO | sicar.breakouts |    Confianza: 55.47%
2025-10-18 00:37:22 | INFO | sicar.breakouts |    Precio: $1964.9722
2025-10-18 00:37:22 | INFO | sicar.breakouts |    Volumen: 2,714,291
2025-10-18 00:51:23 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-18 00:51:23 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 00:51:23 | INFO | sicar.breakouts |    Confianza: 55.39%
2025-10-18 00:51:23 | INFO | sicar.breakouts |    Precio: $1983.8588
2025-10-18 00:51:23 | INFO | sicar.breakouts |    Volumen: 2,847,034
2025-10-18 00:53:23 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-18 00:53:23 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 00:53:23 | INFO | sicar.breakouts |    Confianza: 57.50%
2025-10-18 00:53:23 | INFO | sicar.breakouts |    Precio: $1995.9056
2025-10-18 00:53:23 | INFO | sicar.breakouts |    Volumen: 2,817,281
2025-10-18 01:06:24 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-18 01:06:24 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 01:06:24 | INFO | sicar.breakouts |    Confianza: 60.05%
2025-10-18 01:06:24 | INFO | sicar.breakouts |    Precio: $1996.2097
2025-10-18 01:06:24 | INFO | sicar.breakouts |    Volumen: 2,944,889
2025-10-18 01:19:25 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-18 01:19:25 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 01:19:25 | INFO | sicar.breakouts |    Confianza: 62.63%
2025-10-18 01:19:25 | INFO | sicar.breakouts |    Precio: $1972.1277
2025-10-18 01:19:25 | INFO | sicar.breakouts |    Volumen: 2,816,985
2025-10-18 01:57:27 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-18 01:57:27 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 01:57:27 | INFO | sicar.breakouts |    Confianza: 65.25%
2025-10-18 01:57:27 | INFO | sicar.breakouts |    Precio: $1976.9670
2025-10-18 01:57:27 | INFO | sicar.breakouts |    Volumen: 2,886,919
2025-10-18 02:00:27 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-18 02:00:27 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 02:00:27 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-18 02:00:27 | INFO | sicar.breakouts |    Precio: $2021.8421
2025-10-18 02:00:27 | INFO | sicar.breakouts |    Volumen: 1,543,682
2025-10-18 02:00:27 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-18 02:00:27 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 02:00:27 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-18 02:00:27 | INFO | sicar.breakouts |    Precio: $1992.1000
2025-10-18 02:00:27 | INFO | sicar.breakouts |    Volumen: 1,656,118
2025-10-18 02:00:57 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-18 02:00:57 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 02:00:57 | INFO | sicar.breakouts |    Confianza: 65.14%
2025-10-18 02:00:57 | INFO | sicar.breakouts |    Precio: $2022.0578
2025-10-18 02:00:57 | INFO | sicar.breakouts |    Volumen: 1,892,600
2025-10-18 02:00:58 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-18 02:00:58 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 02:00:58 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-18 02:00:58 | INFO | sicar.breakouts |    Precio: $1988.6837
2025-10-18 02:00:58 | INFO | sicar.breakouts |    Volumen: 2,795,387
2025-10-18 02:00:58 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-18 02:00:58 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 02:00:58 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-18 02:00:58 | INFO | sicar.breakouts |    Precio: $1995.2912
2025-10-18 02:00:58 | INFO | sicar.breakouts |    Volumen: 2,744,822
2025-10-18 02:01:28 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Confianza: 65.14%
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Precio: $2022.7772
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Volumen: 2,726,958
2025-10-18 02:01:28 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Precio: $1991.3369
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Volumen: 2,093,992
2025-10-18 02:01:28 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Precio: $1990.8979
2025-10-18 02:01:28 | INFO | sicar.breakouts |    Volumen: 1,990,791
2025-10-18 02:01:58 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-18 02:01:58 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 02:01:58 | INFO | sicar.breakouts |    Confianza: 75.14%
2025-10-18 02:01:58 | INFO | sicar.breakouts |    Precio: $1991.1105
2025-10-18 02:01:58 | INFO | sicar.breakouts |    Volumen: 1,131,158
2025-10-18 02:01:58 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-18 02:01:58 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-18 02:01:58 | INFO | sicar.breakouts |    Confianza: 6000.00%
